LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,Late_Payments,Utilization,Total_Payment,Total_Bill,Payment_Ratio,Age_Group
110000.0,1,2,2,32,-1,-1,0,0,0,0,2308.0,101780.0,50815.0,46147.0,39769.0,9353.0,101780.0,1501.0,1100.0,1000.0,2000.0,41644.0,0,0,0.02098181818181818,149025.0,250172.0,0.595687784053435,30-40
20000.0,2,1,2,24,-1,-1,-1,-1,-1,-1,3305.0,2296.0,14059.0,9140.0,1073.0,500.0,2296.0,14777.0,9140.0,1073.0,500.0,0.0,1,0,0.16525,27786.0,30373.0,0.9147955488246526,20-30
150000.0,1,2,1,37,0,0,0,0,0,0,147891.0,149402.0,148152.0,150781.0,146446.0,149658.0,5004.0,4957.0,4208.0,4201.0,4837.0,3500.0,1,0,0.98594,26707.0,892330.0,0.02992947684211352,30-40
420000.0,1,1,1,59,0,0,0,0,0,0,175795.0,160687.0,139704.0,100178.0,62967.0,49259.0,5300.0,4976.0,4899.0,3074.0,2023.0,3000.0,0,0,0.4185595238095238,23272.0,688590.0,0.0337965497661166,50+
20000.0,1,1,2,24,-2,-2,-2,-2,-2,-2,299.0,-1.0,-1.0,494.0,2284.0,490.0,0.0,0.0,495.0,2290.0,491.0,1695.0,0,0,0.01495,4971.0,3565.0,1.3939988782950083,20-30
50000.0,1,2,2,51,0,0,0,0,0,0,50383.0,49073.0,31036.0,20061.0,19710.0,19687.0,2304.0,2224.0,19691.0,1000.0,725.0,1000.0,0,0,1.00766,26944.0,189950.0,0.14184710793836305,50+
170000.0,1,1,2,51,0,0,0,0,0,0,195038.0,189067.0,180389.0,137030.0,129222.0,122229.0,7509.0,5573.0,4309.0,4239.0,5142.0,2856.0,0,0,1.1472823529411764,29628.0,952975.0,0.03108997498363023,50+
20000.0,1,3,1,35,1,2,0,0,0,0,24122.0,23089.0,22422.0,20794.0,19914.0,7476.0,1300.0,1481.0,503.0,2019.0,233.0,100.0,0,2,1.2061,5636.0,117817.0,0.04783649357483576,30-40
360000.0,2,3,2,36,-1,-1,-2,-2,-2,-2,2473.0,-27.0,-27.0,-27.0,-27.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0068694444444444445,0.0,2338.0,0.0,30-40
280000.0,2,1,2,34,-1,2,2,-2,-1,-1,8719.0,844.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,2,0.031139285714285713,1000.0,10563.0,0.09466111321469141,30-40
340000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,842.0,2865.0,-22.0,7569.0,797.0,1211.0,2873.0,0.0,7591.0,799.0,1214.0,18309.0,0,0,0.002476470588235294,30786.0,13262.0,2.321194299932142,30-40
180000.0,1,1,1,46,0,0,0,0,-2,-2,160580.0,171644.0,184650.0,0.0,0.0,0.0,13714.0,16500.0,0.0,0.0,0.0,0.0,1,0,0.8921111111111111,30214.0,516874.0,0.058455139056831924,40-50
280000.0,1,1,2,33,-1,-1,0,0,0,0,8814.0,151643.0,153190.0,147589.0,149291.0,151357.0,151650.0,5546.0,6007.0,5507.0,6007.0,4184.0,1,0,0.031478571428571425,178901.0,761884.0,0.23481365297912415,30-40
60000.0,1,1,2,27,0,0,0,0,2,0,14853.0,19589.0,27176.0,29712.0,29099.0,31601.0,5000.0,8000.0,3000.0,0.0,3000.0,3000.0,1,1,0.24755,22000.0,152030.0,0.14470732942623543,20-30
150000.0,1,1,1,56,2,0,0,0,0,0,116928.0,87215.0,43045.0,40813.0,42164.0,43465.0,5006.0,3000.0,1452.0,5000.0,5000.0,2000.0,1,1,0.77952,21458.0,373630.0,0.05743099475150616,50+
300000.0,2,1,2,24,0,0,0,0,0,0,35040.0,35167.0,31333.0,35906.0,38963.0,40283.0,1518.0,1507.0,5406.0,3963.0,2283.0,900.0,0,0,0.1168,15577.0,216692.0,0.07188510934824845,20-30
210000.0,2,1,1,34,0,0,0,0,0,0,200239.0,195025.0,165356.0,116351.0,95854.0,91173.0,9510.0,7000.0,10079.0,4500.0,3532.0,3500.0,0,0,0.9535190476190476,38121.0,863998.0,0.04412157884441996,30-40
50000.0,1,1,2,29,0,0,0,0,0,0,27878.0,28908.0,29922.0,30517.0,31164.0,32677.0,1484.0,1498.0,1093.0,1139.0,2039.0,1800.0,0,0,0.55756,9053.0,181066.0,0.049998067013867796,20-30
140000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,282.0,282.0,282.0,282.0,454.0,610.0,282.0,282.0,282.0,454.0,610.0,454.0,0,0,0.002014285714285714,2364.0,2192.0,1.0779753761969904,20-30
180000.0,2,1,2,42,-1,0,0,0,0,0,4314.0,5495.0,54903.0,56458.0,58616.0,55032.0,2500.0,50000.0,3000.0,3000.0,2000.0,2500.0,0,0,0.023966666666666667,63000.0,234818.0,0.26829174811237594,40-50
380000.0,1,3,1,44,-1,0,0,0,0,0,40352.0,41385.0,42397.0,43243.0,45716.0,46629.0,1523.0,1535.0,1381.0,3000.0,1494.0,2000.0,0,0,0.10618947368421053,10933.0,259722.0,0.04209484720259661,40-50
10000.0,2,2,2,22,0,0,-1,0,0,-2,7418.0,8080.0,780.0,780.0,0.0,0.0,1000.0,780.0,0.0,600.0,0.0,0.0,0,0,0.7418,2380.0,17058.0,0.1395157981124333,20-30
50000.0,1,3,1,45,0,0,0,0,0,0,45982.0,41372.0,18059.0,18020.0,18028.0,17744.0,1421.0,1500.0,629.0,672.0,626.0,2000.0,0,0,0.91964,6848.0,159205.0,0.04301345426679899,40-50
50000.0,2,2,2,22,0,0,0,0,0,0,50186.0,49061.0,43528.0,29606.0,30305.0,28895.0,1994.0,1500.0,1009.0,1124.0,1100.0,2000.0,1,0,1.00372,8727.0,231581.0,0.03768427597999845,20-30
50000.0,2,1,2,25,-1,0,0,0,0,0,8540.0,9875.0,11396.0,13190.0,14967.0,16551.0,1479.0,2000.0,2000.0,2000.0,2000.0,4060.0,0,0,0.1708,13539.0,74519.0,0.181682769726248,20-30
140000.0,2,2,1,37,0,0,0,0,0,0,10025.0,9787.0,8127.0,8850.0,9262.0,5789.0,2000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,0.07160714285714286,10000.0,51840.0,0.19289751355105034,30-40
110000.0,1,2,2,36,0,0,0,0,0,0,109345.0,111980.0,111563.0,106625.0,48631.0,49724.0,4400.0,4200.0,4406.0,1800.0,1900.0,1900.0,0,0,0.9940454545454546,18606.0,537868.0,0.03459206609787885,30-40
260000.0,1,2,1,63,-1,-1,-1,0,0,-1,3382.0,2403.0,1161.0,772.0,383.0,1661.0,2519.0,1201.0,1.0,1.0,1668.0,2507.0,0,0,0.013007692307692307,7897.0,9762.0,0.8088702243162962,50+
50000.0,2,2,2,26,0,0,0,0,0,0,49722.0,49052.0,49243.0,8760.0,8796.0,9176.0,2200.0,1325.0,490.0,300.0,500.0,500.0,0,0,0.99444,5315.0,174749.0,0.030414878397711016,20-30
180000.0,2,1,2,30,3,2,-1,0,0,0,1782.0,192.0,1291.0,1891.0,3914.0,26414.0,0.0,1291.0,600.0,2023.0,22500.0,32800.0,0,2,0.0099,59214.0,35484.0,1.6687050866563338,20-30
150000.0,2,2,2,26,2,0,0,0,0,0,56956.0,58756.0,59945.0,60751.0,62120.0,63315.0,2716.0,2761.0,2400.0,2500.0,2400.0,1860.0,0,1,0.3797066666666667,14637.0,361843.0,0.040451133637700226,20-30
80000.0,2,1,1,39,0,0,0,0,0,0,36444.0,33840.0,31768.0,28223.0,25557.0,18220.0,3015.0,4012.0,1013.0,2010.0,655.0,1007.0,0,0,0.45555,11712.0,174052.0,0.06728984849442411,30-40
210000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,30-40
320000.0,1,1,1,44,-1,-1,-1,-1,-1,-1,7500.0,8500.0,7500.0,7500.0,7500.0,7500.0,8500.0,7500.0,7500.0,7500.0,7500.0,7500.0,0,0,0.0234375,46000.0,46000.0,0.9999782613421447,40-50
100000.0,2,2,1,36,0,0,0,0,0,0,92688.0,94925.0,96865.0,99196.0,101000.0,0.0,3000.0,2746.0,3156.0,3000.0,0.0,0.0,0,0,0.92688,11902.0,484674.0,0.024556661680507557,30-40
100000.0,2,1,1,35,0,0,-1,-1,-1,-1,52708.0,15075.0,20035.0,4116.0,-110.0,3512.0,9967.0,20195.0,4228.0,0.0,3622.0,0.0,0,0,0.52708,38012.0,95336.0,0.3987119376527476,30-40
50000.0,1,1,2,24,0,0,0,0,0,0,16277.0,14875.0,19195.0,13134.0,13398.0,13549.0,4006.0,6200.0,3000.0,2000.0,2000.0,2500.0,0,0,0.32554,19706.0,90428.0,0.2179168187196585,20-30
240000.0,1,3,1,43,-1,-1,2,2,2,2,2690.0,2500.0,2500.0,2500.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,1,4,0.011208333333333334,2500.0,12690.0,0.19698999290836025,40-50
300000.0,2,1,2,33,1,-2,-1,0,-1,-1,0.0,0.0,12351.0,6417.0,5245.0,12082.0,0.0,12351.0,0.0,5245.0,7000.0,0.0,0,1,0.0,24596.0,36095.0,0.6814051418439716,30-40
200000.0,2,1,2,30,0,0,0,0,-2,-2,199229.0,132458.0,59153.0,0.0,0.0,0.0,6101.0,3500.0,0.0,0.0,0.0,0.0,1,0,0.996145,9601.0,390840.0,0.024564976550566598,20-30
270000.0,2,1,1,31,0,0,0,0,0,0,86716.0,88329.0,91247.0,91823.0,93164.0,95211.0,6000.0,6005.0,4000.0,4000.0,4000.0,5000.0,0,0,0.3211703703703704,29005.0,546490.0,0.05307498202166184,30-40
150000.0,2,1,2,26,2,2,2,2,2,2,75373.0,76865.0,78214.0,76363.0,79893.0,48052.0,3300.0,3200.0,0.0,5137.0,0.0,2200.0,1,6,0.5024866666666666,13837.0,434760.0,0.03182668178608477,20-30
260000.0,2,2,2,29,-2,-2,-1,0,0,-1,-5.0,-5.0,9571.0,7235.0,0.0,197.0,0.0,9576.0,29.0,0.0,197.0,568.0,0,0,-1.923076923076923e-05,10370.0,16993.0,0.6102153701306343,20-30
50000.0,2,2,2,24,0,0,0,0,0,0,26239.0,17824.0,17615.0,17956.0,18091.0,18259.0,1300.0,5869.0,1000.0,795.0,1000.0,1000.0,0,0,0.52478,10964.0,115984.0,0.09452946501702807,20-30
130000.0,2,2,1,32,1,2,0,0,0,2,51559.0,50465.0,51531.0,52076.0,55432.0,56571.0,0.0,2500.0,2000.0,4200.0,2200.0,0.0,1,3,0.3966076923076923,10900.0,317634.0,0.03431611755631464,30-40
80000.0,2,1,2,28,0,0,0,0,0,2,57776.0,7561.0,7793.0,7433.0,5962.0,4960.0,1200.0,1306.0,512.0,1000.0,0.0,110.0,0,1,0.7222,4128.0,91485.0,0.045121657958594755,20-30
20000.0,1,1,2,32,0,0,0,3,2,0,11777.0,14851.0,17575.0,17063.0,15711.0,28600.0,3276.0,3000.0,3.0,7.0,2058.0,669.0,0,2,0.58885,9013.0,105577.0,0.08536816382200837,30-40
410000.0,2,2,1,50,0,0,0,0,0,0,246659.0,248934.0,246011.0,240845.0,213767.0,214410.0,11000.0,10000.0,7500.0,8000.0,8000.0,7000.0,0,0,0.6016073170731707,51500.0,1410626.0,0.036508588025041346,40-50
80000.0,1,2,1,36,2,2,2,2,2,2,77054.0,81697.0,79347.0,81325.0,76550.0,78715.0,6900.0,0.0,5800.0,0.0,4000.0,2000.0,1,6,0.963175,18700.0,474688.0,0.03939421389583496,30-40
160000.0,2,3,1,58,-1,-1,-1,-1,-1,-1,2034.0,68942.0,40194.0,942.0,942.0,942.0,68942.0,40194.0,942.0,942.0,942.0,942.0,0,0,0.0127125,112904.0,113996.0,0.9904120283867119,50+
500000.0,2,1,2,40,-2,-2,-2,-2,-2,-2,15929.0,18155.0,-131.0,10527.0,61751.0,2926.0,18222.0,0.0,10658.0,61751.0,2926.0,13609.0,0,0,0.031858,107166.0,109157.0,0.9817512229978563,30-40
20000.0,2,2,1,36,0,0,0,0,0,0,16320.0,18044.0,19003.0,19224.0,19050.0,19353.0,2000.0,1283.0,1003.0,1000.0,1002.0,1005.0,0,0,0.816,7293.0,110994.0,0.065705662417226,30-40
180000.0,2,4,1,34,-1,-1,-1,-1,0,0,6892.0,6892.0,6892.0,6282.0,8282.0,0.0,6892.0,6892.0,6282.0,2000.0,0.0,0.0,0,0,0.038288888888888886,22066.0,35240.0,0.6261456825856248,30-40
200000.0,2,2,1,45,0,0,0,0,0,0,193641.0,121830.0,122181.0,121888.0,66771.0,65495.0,4543.0,5000.0,4500.0,3100.0,3000.0,1300.0,1,0,0.968205,21443.0,691806.0,0.03099563895710798,40-50
310000.0,1,3,1,44,0,0,0,0,0,0,238739.0,244629.0,250277.0,265764.0,271231.0,277427.0,10000.0,10000.0,20000.0,10000.0,11000.0,11000.0,0,0,0.7701258064516129,72000.0,1548067.0,0.046509584850277896,40-50
160000.0,1,1,2,40,-1,-1,-1,-1,-1,-1,1430.0,0.0,715.0,715.0,715.0,865.0,0.0,715.0,715.0,715.0,865.0,715.0,0,0,0.0089375,3725.0,4440.0,0.8387750506642648,30-40
170000.0,2,3,1,61,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0,1,0.0,200.0,200.0,0.9950248756218906,50+
500000.0,1,1,1,45,-1,-1,-1,-1,-1,-1,5307.0,6583.0,5650.0,4472.0,67798.0,65653.0,6616.0,5678.0,4495.0,67969.0,65814.0,38464.0,1,0,0.010614,189036.0,155463.0,1.2159471002933155,40-50
140000.0,2,1,2,28,1,-1,-1,-1,-1,-2,0.0,330.0,330.0,69.0,-261.0,-591.0,330.0,330.0,69.0,0.0,0.0,29953.0,0,1,0.0,30682.0,-123.0,-251.49180327868854,20-30
80000.0,2,3,1,48,0,0,0,0,0,0,44508.0,43709.0,52660.0,48532.0,44469.0,45068.0,1785.0,10000.0,1541.0,1610.0,1604.0,1485.0,0,0,0.55635,18025.0,278946.0,0.06461800987284323,40-50
420000.0,2,2,2,28,-1,0,0,0,0,-1,27186.0,27759.0,21103.0,22217.0,23440.0,61084.0,5009.0,5006.0,5000.0,5000.0,61084.0,3000.0,0,0,0.06472857142857143,84099.0,182789.0,0.46008534383719024,20-30
90000.0,2,3,0,24,-2,-2,-2,-1,0,0,3700.0,20833.0,23968.0,13574.0,6800.0,1830.0,20108.0,4000.0,13574.0,14.0,5.0,13162.0,0,0,0.04111111111111111,50863.0,70705.0,0.7193590360082596,20-30
280000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,326.0,326.0,0.0,326.0,652.0,0.0,326.0,0.0,326.0,652.0,0.0,652.0,0,0,0.0011642857142857143,1956.0,1630.0,1.1992642550582464,30-40
20000.0,1,3,1,44,0,0,2,3,2,2,11007.0,15010.0,15767.0,15223.0,14837.0,16083.0,4525.0,1300.0,0.0,0.0,1495.0,3198.0,0,4,0.55035,10518.0,87927.0,0.11962059867164043,40-50
170000.0,2,2,1,31,0,0,0,0,-2,-1,63948.0,62090.0,63000.0,0.0,0.0,3300.0,5000.0,4000.0,0.0,0.0,3300.0,0.0,0,0,0.37616470588235296,12300.0,192338.0,0.06394958900690967,30-40
30000.0,2,2,2,26,0,0,0,0,0,0,12479.0,10100.0,10923.0,10549.0,4747.0,4864.0,1233.0,1056.0,500.0,500.0,1000.0,2000.0,0,0,0.41596666666666665,6289.0,53662.0,0.11719434247060358,20-30
20000.0,1,3,2,26,0,0,-2,-2,-2,-2,16320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.816,0.0,16320.0,0.0,20-30
280000.0,2,1,1,49,-2,-2,-2,-2,-2,-1,4378.0,-324.0,-324.0,-324.0,-324.0,88036.0,2.0,322.0,0.0,0.0,88360.0,10045.0,1,0,0.015635714285714284,98729.0,91118.0,1.0835171588801458,40-50
30000.0,2,3,2,40,1,2,2,2,2,2,53720.0,52268.0,49338.0,44430.0,40875.0,40272.0,0.0,3000.0,1000.0,2000.0,5000.0,0.0,0,6,1.7906666666666666,11000.0,280903.0,0.0391592857346282,30-40
170000.0,2,1,1,38,0,0,-2,-2,-2,-2,5556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.03268235294117647,0.0,5556.0,0.0,30-40
290000.0,2,1,1,38,1,-1,0,0,0,-1,0.0,7023.0,9680.0,7860.0,7860.0,8142.0,7023.0,5000.0,3000.0,0.0,8142.0,0.0,0,1,0.0,23165.0,40565.0,0.5710447172508998,30-40
290000.0,2,1,2,24,1,-2,-2,-1,0,-1,0.0,0.0,0.0,2700.0,1350.0,1350.0,0.0,0.0,2700.0,0.0,1350.0,8334.0,0,1,0.0,12384.0,5400.0,2.292908720607295,20-30
360000.0,2,2,2,33,-1,-1,-1,-1,0,0,5344.0,9852.0,5137.0,4912.0,1150.0,0.0,9860.0,8537.0,4912.0,0.0,0.0,9294.0,0,0,0.014844444444444445,32603.0,26395.0,1.2351492650401577,30-40
190000.0,2,2,1,34,0,0,2,2,2,0,86730.0,93705.0,91317.0,96079.0,94428.0,100618.0,9310.0,0.0,7200.0,0.0,8000.0,4000.0,0,3,0.4564736842105263,28510.0,562877.0,0.05065040737069134,30-40
90000.0,1,2,2,26,0,0,-2,-2,-2,-2,70182.0,-18.0,-18.0,-18.0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7798,0.0,70092.0,0.0,20-30
20000.0,1,3,2,48,1,2,2,0,0,0,16434.0,17452.0,16879.0,17059.0,17263.0,17675.0,1577.0,0.0,757.0,628.0,700.0,2488.0,0,3,0.8217,6150.0,102762.0,0.05984644278582758,40-50
290000.0,2,2,1,42,0,0,0,0,0,0,154753.0,122241.0,113434.0,115273.0,97040.0,89942.0,7000.0,6000.0,5000.0,5000.0,4000.0,3000.0,0,0,0.5336310344827586,30000.0,692683.0,0.04330979205525175,40-50
460000.0,2,1,2,38,0,0,0,0,0,0,296815.0,283744.0,273414.0,250033.0,238734.0,226905.0,10279.0,10084.0,9025.0,9036.0,8526.0,7272.0,0,0,0.64525,54222.0,1569645.0,0.03454409465573766,30-40
230000.0,2,1,2,26,-2,-1,2,-1,0,-1,-10.0,1732.0,476.0,3157.0,340.0,769.0,2122.0,0.0,3157.0,0.0,769.0,1265.0,0,1,-4.347826086956522e-05,7313.0,6464.0,1.131167826759474,20-30
170000.0,1,2,1,37,-2,-2,-2,-2,-2,-2,326.0,326.0,326.0,326.0,326.0,324.0,326.0,326.0,326.0,326.0,324.0,2.0,0,0,0.0019176470588235294,1630.0,1954.0,0.8337595907928389,30-40
180000.0,2,1,1,40,-1,0,0,0,-1,0,4236.0,6614.0,6216.0,3622.0,4095.0,6596.0,3016.0,3000.0,1622.0,4095.0,3000.0,2827.0,0,0,0.023533333333333333,17560.0,31379.0,0.5595920968769917,30-40
20000.0,1,2,2,27,0,0,-1,0,0,0,19331.0,18225.0,18418.0,19297.0,19000.0,19683.0,1209.0,19330.0,2303.0,1000.0,1000.0,1000.0,0,0,0.96655,25842.0,113954.0,0.22677372647097538,20-30
50000.0,1,2,1,25,0,0,0,0,0,0,48213.0,47750.0,46153.0,45572.0,45412.0,44985.0,1800.0,1700.0,1585.0,2000.0,2000.0,1600.0,0,0,0.96426,10685.0,278085.0,0.03842336543371475,20-30
200000.0,1,1,2,30,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20271.0,0,0,0.0,20271.0,0.0,20271.0,20-30
80000.0,2,3,1,53,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,50+
380000.0,1,1,1,53,-1,0,0,-1,-1,0,4901.0,22010.0,2302.0,20798.0,16394.0,26002.0,22000.0,2300.0,9947.0,16400.0,18000.0,7400.0,0,0,0.012897368421052631,76047.0,92407.0,0.8229482295905116,50+
500000.0,1,1,1,40,-1,-1,-1,-1,-1,-1,11640.0,12831.0,11520.0,12486.0,11609.0,12660.0,12836.0,11525.0,12489.0,11614.0,12665.0,543.0,1,0,0.02328,61672.0,72746.0,0.8477600450877699,30-40
170000.0,1,2,1,49,2,2,2,2,2,2,26991.0,30090.0,18104.0,19050.0,18783.0,8042.0,4019.0,0.0,1060.0,0.0,807.0,0.0,1,6,0.1587705882352941,5886.0,121060.0,0.04862011713103311,40-50
20000.0,2,1,2,23,0,0,0,0,0,0,14605.0,14532.0,15700.0,16346.0,16837.0,18298.0,2000.0,2000.0,1000.0,1000.0,2000.0,2000.0,0,0,0.73025,10000.0,96318.0,0.1038216758894922,20-30
320000.0,2,2,1,32,0,0,0,0,0,0,160832.0,164750.0,168370.0,169371.0,172868.0,150827.0,8000.0,8000.0,5500.0,6100.0,6000.0,5000.0,0,0,0.5026,38600.0,987018.0,0.03910765648888218,30-40
50000.0,2,1,2,23,0,0,0,0,0,0,48064.0,49362.0,48038.0,8760.0,9646.0,7747.0,2091.0,1310.0,1000.0,1000.0,277.0,296.0,1,0,0.96128,5974.0,171617.0,0.034809868428719595,20-30
400000.0,1,2,1,45,0,0,2,0,0,2,337135.0,373869.0,366338.0,374255.0,409777.0,527566.0,44000.0,0.0,14000.0,42000.0,126000.0,18000.0,0,2,0.8428375,244000.0,2388940.0,0.10213730686525954,40-50
320000.0,2,1,2,33,-1,-1,2,0,0,-1,368.0,10038.0,8434.0,7061.0,1289.0,365.0,10550.0,0.0,0.0,0.0,365.0,12110.0,0,1,0.00115,23025.0,27555.0,0.8355712004645086,30-40
200000.0,1,1,2,28,0,0,0,0,0,0,220343.0,214375.0,201917.0,161221.0,162438.0,157415.0,7000.0,8016.0,5000.0,12000.0,6000.0,7000.0,0,0,1.101715,45016.0,1117709.0,0.040275205554213524,20-30
20000.0,1,1,2,28,0,-1,-1,-1,0,0,7381.0,2769.0,3503.0,4809.0,5732.0,8632.0,3000.0,3010.0,6000.0,1000.0,3000.0,0.0,1,0,0.36905,16010.0,32826.0,0.4877082889085204,20-30
230000.0,2,3,2,42,1,-2,-1,-1,-1,-1,0.0,0.0,324.0,0.0,2600.0,3007.0,0.0,324.0,0.0,2600.0,3407.0,200.0,1,1,0.0,6531.0,5931.0,1.1009777478084963,40-50
130000.0,2,1,2,29,-1,-1,-1,-1,0,0,280.0,1954.0,304.0,978.0,652.0,326.0,2038.0,311.0,1000.0,0.0,0.0,326.0,1,0,0.0021538461538461538,3675.0,4494.0,0.8175750834260289,20-30
310000.0,1,1,2,28,0,0,0,0,0,0,272588.0,169978.0,156699.0,131276.0,118837.0,119402.0,9978.0,6699.0,11276.0,9695.0,19402.0,6270.0,1,0,0.8793161290322581,63320.0,968780.0,0.06536048910950978,20-30
50000.0,2,3,2,58,0,0,0,0,0,0,24885.0,26250.0,26955.0,27647.0,28149.0,28940.0,1772.0,1447.0,1139.0,1100.0,1262.0,1009.0,0,0,0.4977,7729.0,162826.0,0.04746755759179989,50+
90000.0,1,3,2,45,0,0,0,-1,0,0,86519.0,88925.0,56116.0,48430.0,49585.0,50443.0,4100.0,2500.0,52285.0,2000.0,2100.0,5000.0,0,0,0.9613222222222222,67985.0,380018.0,0.17889894978935264,40-50
260000.0,2,3,1,42,0,0,0,0,0,0,56437.0,57929.0,59369.0,63215.0,64087.0,130579.0,3000.0,3000.0,5400.0,5000.0,2222.0,2337.0,0,0,0.2170653846153846,20959.0,431616.0,0.04855925508031426,40-50
270000.0,1,1,2,36,0,0,0,2,0,0,78630.0,68921.0,46512.0,40335.0,37165.0,22156.0,10076.0,4018.0,14.0,2051.0,2000.0,0.0,0,1,0.2912222222222222,18159.0,293719.0,0.06182418629987743,30-40
210000.0,2,1,2,30,0,0,0,0,0,0,52771.0,64767.0,57527.0,56655.0,50745.0,53269.0,44767.0,10000.0,2655.0,5745.0,3269.0,1500.0,0,0,0.2512904761904762,67936.0,335734.0,0.20235006776177641,20-30
220000.0,2,2,2,52,0,0,0,0,0,0,127624.0,125718.0,125917.0,124683.0,127890.0,131520.0,6046.0,5600.0,5000.0,8000.0,6000.0,3736.0,0,0,0.5801090909090909,34382.0,763352.0,0.04504076095856046,50+
80000.0,1,2,2,30,2,2,2,0,0,2,72183.0,81844.0,78743.0,79176.0,81574.0,78445.0,10895.0,0.0,2900.0,6355.0,0.0,3100.0,1,4,0.9022875,23250.0,471965.0,0.04926202311183433,20-30
50000.0,2,3,2,61,0,0,0,2,2,0,36205.0,38609.0,42996.0,43992.0,43155.0,44436.0,3000.0,5064.0,2000.0,0.0,2000.0,2000.0,0,2,0.7241,14064.0,249393.0,0.05639269589484911,50+
20000.0,2,2,1,39,0,0,0,0,0,0,45629.0,46661.0,47594.0,49281.0,18714.0,19162.0,2500.0,2400.0,2000.0,900.0,800.0,600.0,0,0,2.28145,9200.0,227041.0,0.04052113705834163,30-40
20000.0,2,1,2,23,0,0,0,-2,-2,-1,11967.0,5252.0,-340.0,-780.0,-780.0,780.0,1031.0,650.0,0.0,0.0,1560.0,150.0,0,0,0.59835,3391.0,16099.0,0.21062111801242236,20-30
100000.0,2,1,2,25,-1,0,0,-1,-1,0,16659.0,13585.0,7886.0,5578.0,8608.0,11756.0,10000.0,4000.0,5578.0,11756.0,10000.0,5470.0,0,0,0.16659,46804.0,64072.0,0.7304792970518003,20-30
320000.0,1,2,2,32,0,0,0,0,0,0,75122.0,70308.0,51223.0,52371.0,54518.0,56601.0,4000.0,3000.0,2000.0,3000.0,3000.0,4000.0,0,0,0.23475625,19000.0,360143.0,0.052756675107734685,30-40
200000.0,2,2,2,31,1,-2,-1,-1,-1,-1,0.0,0.0,6372.0,1957.0,0.0,596.0,0.0,6372.0,1957.0,0.0,596.0,789.0,0,1,0.0,9714.0,8925.0,1.0882814250504145,30-40
80000.0,2,1,2,25,-1,-1,-1,-1,-1,-1,232.0,815.0,631.0,1237.0,1529.0,357.0,815.0,631.0,1237.0,1529.0,357.0,2957.0,0,0,0.0029,7526.0,4801.0,1.5672636401499376,20-30
120000.0,2,2,1,34,2,2,2,2,2,2,64139.0,65430.0,63937.0,67290.0,68565.0,69784.0,2900.0,150.0,5000.0,2500.0,2500.0,3000.0,1,6,0.5344916666666667,16050.0,399145.0,0.040210850165102494,30-40
20000.0,1,2,2,43,0,0,0,0,0,0,19197.0,19997.0,20060.0,18780.0,19580.0,0.0,1500.0,1500.0,1000.0,800.0,0.0,0.0,0,0,0.95985,4800.0,97614.0,0.04917277057829227,40-50
200000.0,2,1,1,35,-1,-1,-1,-1,0,-1,10118.0,2105.0,483.0,5452.0,389.0,389.0,2106.0,486.0,6175.0,1.0,390.0,390.0,0,0,0.05059,9548.0,18936.0,0.5041981306437133,30-40
140000.0,2,2,1,24,-1,-1,-1,-1,-1,-1,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,0,0,0.004971428571428571,4176.0,4176.0,0.9997605937275557,20-30
50000.0,1,2,1,52,2,0,0,0,0,-1,27548.0,28578.0,29660.0,30600.0,-300.0,9037.0,1478.0,1560.0,1500.0,0.0,9337.0,323.0,1,1,0.55096,14198.0,125123.0,0.11347143633515552,50+
